ID	Age	Year	Birth	Island
P59R	15	2004	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	17	2006	NO	Raykoke
P59R	12	2001	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	13	2002	YES	Raykoke
P59R	12	2001	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	17	2006	NO	Raykoke
P59R	17	2006	NO	Raykoke
P59R	17	2006	NO	Raykoke
P59R	17	2006	NO	Raykoke
P59R	17	2006	NO	Raykoke
P59R	17	2006	NO	Raykoke
P59R	17	2006	NO	Raykoke
P59R	18	2007	YES	Raykoke
P59R	17	2006	NO	Raykoke
P59R	18	2007	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	18	2007	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	15	2004	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	17	2006	NO	Raykoke
P59R	16	2005	YES	Raykoke
P59R	17	2006	NO	Raykoke
P59R	16	2005	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	17	2006	NO	Raykoke
P59R	15	2004	YES	Raykoke
P59R	16	2005	YES	Raykoke
P59R	6	1995	NO	Raykoke
P59R	7	1996	YES	Raykoke
P59R	17	2006	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	6	1995	NO	Raykoke
P59R	6	1995	NO	Raykoke
P59R	6	1995	NO	Raykoke
P59R	6	1995	NO	Raykoke
P59R	6	1995	NO	Raykoke
P59R	17	2006	NO	Lovushki
P59R	6	1995	NO	Raykoke
P59R	12	2001	YES	Raykoke
P59R	6	1995	NO	Raykoke
P59R	6	1995	NO	Raykoke
P59R	6	1995	NO	Raykoke
P59R	6	1995	NO	Raykoke
P59R	7	1996	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	6	1995	NO	Raykoke
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	10	1999	YES	Raykoke
P59R	14	2003	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	17	2006	NO	Lovushki
P59R	14	2003	NO	Lovushki
P59R	10	1999	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	17	2006	NO	Lovushki
P59R	9	1998	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	10	1999	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	9	1998	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	7	1996	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	8	1997	YES	Raykoke
P59R	9	1998	YES	Raykoke
P62R	7	1996	YES	Raykoke
P62R	6	1995	NO	Raykoke
P62R	6	1995	NO	Raykoke
P62R	6	1995	NO	Raykoke
P62R	6	1995	NO	Raykoke
P62R	6	1995	NO	Raykoke
P62R	6	1995	NO	Raykoke
P62R	7	1996	YES	Raykoke
P62R	7	1996	YES	Raykoke
P62R	7	1996	YES	Raykoke
P62R	11	2000	NO	Raykoke
P62R	7	1996	YES	Raykoke
P62R	11	2000	NO	Raykoke
P62R	11	2000	NO	Raykoke
P62R	7	1996	YES	Raykoke
P62R	14	2003	NO	Antsiferov
P62R	11	2000	NO	Raykoke
P62R	13	2002	NO	Antsiferov
P62R	13	2002	NO	Antsiferov
P62R	13	2002	NO	Antsiferov
P62R	13	2002	NO	Antsiferov
P62R	13	2002	NO	Antsiferov
P62R	14	2003	NO	Antsiferov
P62R	14	2003	NO	Antsiferov
P62R	13	2002	NO	Antsiferov
P62R	14	2003	NO	Antsiferov
P62R	14	2003	NO	Antsiferov
P62R	14	2003	NO	Antsiferov
P62R	13	2002	YES	Raykoke
P62R	16	2005	YES	Raykoke
P62R	16	2005	YES	Raykoke
P62R	16	2005	YES	Raykoke
P62R	16	2005	YES	Raykoke
P62R	16	2005	YES	Raykoke
P62R	16	2005	YES	Raykoke
P62R	13	2002	YES	Raykoke
P62R	11	2000	NO	Raykoke
P62R	13	2002	YES	Raykoke
P62R	13	2002	YES	Raykoke
P62R	13	2002	YES	Raykoke
P62R	12	2001	YES	Raykoke
P62R	12	2001	YES	Raykoke
P62R	12	2001	YES	Raykoke
P62R	12	2001	YES	Raykoke
P62R	12	2001	YES	Raykoke
P62R	12	2001	YES	Raykoke
P62R	11	2000	NO	Raykoke
P62R	13	2002	YES	Raykoke
P72R	8	1997	YES	Raykoke
P74R	16	2005	YES	Raykoke
P78R	15	2004	NO	Raykoke
P78R	15	2004	NO	Raykoke
P78R	15	2004	NO	Raykoke
P78R	14	2003	YES	Raykoke
P78R	14	2003	YES	Raykoke
P78R	14	2003	YES	Raykoke
P78R	14	2003	YES	Raykoke
P78R	14	2003	YES	Raykoke
P78R	13	2002	YES	Raykoke
P78R	13	2002	YES	Raykoke
P78R	13	2002	YES	Raykoke
P78R	13	2002	YES	Raykoke
P78R	15	2004	NO	Raykoke
P78R	14	2003	YES	Raykoke
P78R	16	2005	YES	Raykoke
P78R	8	1997	YES	Raykoke
P78R	17	2006	YES	Raykoke
P78R	13	2002	YES	Raykoke
P78R	17	2006	YES	Raykoke
P78R	17	2006	YES	Raykoke
P78R	17	2006	YES	Raykoke
P78R	17	2006	YES	Raykoke
P78R	15	2004	NO	Raykoke
P78R	16	2005	YES	Raykoke
P78R	16	2005	YES	Raykoke
P78R	16	2005	YES	Raykoke
P78R	16	2005	YES	Raykoke
P78R	16	2005	YES	Raykoke
P78R	15	2004	NO	Raykoke
P78R	17	2006	YES	Raykoke
P78R	6	1995	NO	Raykoke
P78R	12	2001	YES	Raykoke
P78R	13	2002	YES	Raykoke
P78R	6	1995	NO	Raykoke
P78R	6	1995	NO	Raykoke
P78R	6	1995	NO	Raykoke
P78R	6	1995	NO	Raykoke
P78R	6	1995	NO	Raykoke
P78R	7	1996	NO	Raykoke
P78R	7	1996	NO	Raykoke
P78R	8	1997	YES	Raykoke
P78R	12	2001	YES	Raykoke
P78R	12	2001	YES	Raykoke
P78R	12	2001	YES	Raykoke
P78R	12	2001	YES	Raykoke
P78R	12	2001	YES	Raykoke
P78R	7	1996	NO	Raykoke
P78R	8	1997	YES	Raykoke
P78R	8	1997	YES	Raykoke
P78R	8	1997	YES	Raykoke
P78R	8	1997	YES	Raykoke
P78R	7	1996	NO	Raykoke
P78R	7	1996	NO	Raykoke
P78R	7	1996	NO	Raykoke
