Species,Colony,Distance,Weight,Headwidth1,Headwidth,Class
Thatch,10,1,172,41,1.726,40-43
Thatch,10,1,38,30,1.263,30-34
Thatch,10,1,147,43,1.811,40-43
Thatch,10,4,123,45,1.895,>43
Thatch,10,4,73,35,1.474,35-39
Thatch,10,4,139,46,1.937,>43
Thatch,10,4,77,36,1.516,35-39
Thatch,10,4,98,42,1.768,40-43
Thatch,10,4,69,35,1.474,35-39
Thatch,10,4,91,41,1.726,40-43
Thatch,10,4,119,46,1.937,>43
Thatch,10,4,109,44,1.853,>43
Thatch,10,4,103,43,1.811,40-43
Thatch,10,4,99,42,1.768,40-43
Thatch,10,4,108,43,1.811,40-43
Thatch,10,4,57,34,1.432,30-34
Thatch,10,4,97,38,1.6,35-39
Thatch,10,4,81,35,1.474,35-39
Thatch,10,4,106,42,1.768,40-43
Thatch,10,4,124,46,1.937,>43
Thatch,10,4,86,41,1.726,40-43
Thatch,10,4,86,42,1.768,40-43
Thatch,10,4,66,33,1.389,30-34
Thatch,10,4,82,37,1.558,35-39
Thatch,10,7,105,41,1.726,40-43
Thatch,10,7,66,39,1.642,35-39
Thatch,10,7,97,41,1.726,40-43
Thatch,10,7,59,33,1.389,30-34
Thatch,10,7,108,43,1.811,40-43
Thatch,10,7,109,41,1.726,40-43
Thatch,10,7,115,44,1.853,>43
Thatch,10,7,112,42,1.768,40-43
Thatch,10,7,69,35,1.474,35-39
Thatch,10,7,80,39,1.642,35-39
Thatch,10,7,103,42,1.768,40-43
Thatch,10,7,104,45,1.895,>43
Thatch,10,7,119,45,1.895,>43
Thatch,10,7,126,43,1.811,40-43
Thatch,10,7,74,35,1.474,35-39
Thatch,10,7,107,42,1.768,40-43
Thatch,10,7,120,42,1.768,40-43
Thatch,10,7,111,41,1.726,40-43
Thatch,10,7,54,32,1.347,30-34
Thatch,10,7,109,45,1.895,>43
Thatch,10,7,127,45,1.895,>43
Thatch,10,7,99,41,1.726,40-43
Thatch,10,7,90,41,1.726,40-43
Thatch,10,7,103,43,1.811,40-43
Thatch,10,7,165,47,1.979,>43
Thatch,10,7,83,37,1.558,35-39
Thatch,10,7,121,46,1.937,>43
Thatch,10,7,80,38,1.6,35-39
Thatch,10,7,83,39,1.642,35-39
Thatch,10,7,111,43,1.811,40-43
Thatch,10,7,110,43,1.811,40-43
Thatch,10,7,69,35,1.474,35-39
Thatch,10,7,125,43,1.811,40-43
Thatch,10,7,104,41,1.726,40-43
Thatch,10,7,117,44,1.853,>43
Thatch,10,10,123,44,1.853,>43
Thatch,10,10,114,45,1.895,>43
Thatch,10,10,132,45,1.895,>43
Thatch,10,10,112,44,1.853,>43
Thatch,10,10,104,41,1.726,40-43
Thatch,10,10,100,44,1.853,>43
Thatch,10,10,72,42,1.768,40-43
Thatch,10,10,88,42,1.768,40-43
Thatch,10,10,57,38,1.6,35-39
Thatch,10,10,82,42,1.768,40-43
Thatch,10,10,79,40,1.684,40-43
Thatch,10,10,83,43,1.811,40-43
Thatch,10,10,68,37,1.558,35-39
Thatch,10,10,111,46,1.937,>43
Thatch,10,10,68,35,1.474,35-39
Thatch,10,10,105,39,1.642,35-39
Thatch,10,10,98,39,1.642,35-39
Thatch,10,10,99,41,1.726,40-43
Thatch,10,10,145,45,1.895,>43
Thatch,10,10,97,42,1.768,40-43
Thatch,10,10,133,42,1.768,40-43
Thatch,10,10,93,43,1.811,40-43
Thatch,10,10,121,45,1.895,>43
Thatch,11,1,70,37,1.558,35-39
Thatch,11,1,81,40,1.684,40-43
Thatch,11,1,127,46,1.937,>43
Thatch,11,1,110,43,1.811,40-43
Thatch,11,1,61,30,1.263,30-34
Thatch,11,1,144,46,1.937,>43
Thatch,11,1,150,40,1.684,40-43
Thatch,11,1,94,40,1.684,40-43
Thatch,11,1,136,40,1.684,40-43
Thatch,11,1,176,42,1.768,40-43
Thatch,11,1,39,26,1.095,<30
Thatch,11,1,91,37,1.558,35-39
Thatch,11,1,152,42,1.768,40-43
Thatch,11,1,39,27,1.137,<30
Thatch,11,1,93,38,1.6,35-39
Thatch,11,1,71,33,1.389,30-34
Thatch,11,1,90,39,1.642,35-39
Thatch,11,1,114,43,1.811,40-43
Thatch,11,1,40,26,1.095,<30
Thatch,11,1,145,45,1.895,>43
Thatch,11,1,40,28,1.179,<30
Thatch,11,1,126,45,1.895,>43
Thatch,11,1,106,40,1.684,40-43
Thatch,11,4,84,37,1.558,35-39
Thatch,11,4,72,40,1.684,40-43
Thatch,11,4,122,45,1.895,>43
Thatch,11,4,119,47,1.979,>43
Thatch,11,4,65,36,1.516,35-39
Thatch,11,4,69,37,1.558,35-39
Thatch,11,4,106,41,1.726,40-43
Thatch,11,4,89,38,1.6,35-39
Thatch,11,4,93,40,1.684,40-43
Thatch,11,4,96,40,1.684,40-43
Thatch,11,4,99,42,1.768,40-43
Thatch,11,4,95,41,1.726,40-43
Thatch,11,4,109,44,1.853,>43
Thatch,11,4,82,39,1.642,35-39
Thatch,11,4,94,38,1.6,35-39
Thatch,11,4,106,38,1.6,35-39
Thatch,11,4,120,41,1.726,40-43
Thatch,11,4,29,25,1.053,<30
Thatch,11,4,109,40,1.684,40-43
Thatch,11,4,95,42,1.768,40-43
Thatch,11,4,66,35,1.474,35-39
Thatch,11,4,43,26,1.095,<30
Thatch,11,4,81,40,1.684,40-43
Thatch,11,4,48,32,1.347,30-34
Thatch,11,4,45,31,1.305,30-34
Thatch,11,7,102,41,1.726,40-43
Thatch,11,7,130,42,1.768,40-43
Thatch,11,7,104,42,1.768,40-43
Thatch,11,7,104,45,1.895,>43
Thatch,11,7,99,38,1.6,35-39
Thatch,11,7,92,42,1.768,40-43
Thatch,11,7,79,37,1.558,35-39
Thatch,11,7,66,35,1.474,35-39
Thatch,11,7,123,46,1.937,>43
Thatch,11,7,76,40,1.684,40-43
Thatch,11,7,52,34,1.432,30-34
Thatch,11,7,67,35,1.474,35-39
Thatch,11,7,110,43,1.811,40-43
Thatch,11,7,74,38,1.6,35-39
Thatch,11,7,59,37,1.558,35-39
Thatch,11,7,91,42,1.768,40-43
Thatch,11,7,54,37,1.558,35-39
Thatch,11,7,112,41,1.726,40-43
Thatch,11,7,127,45,1.895,>43
Thatch,11,7,107,45,1.895,>43
Thatch,11,7,115,46,1.937,>43
Thatch,11,7,90,42,1.768,40-43
Thatch,11,7,56,34,1.432,30-34
Thatch,11,7,137,46,1.937,>43
Thatch,11,7,106,44,1.853,>43
Thatch,11,10,53,33,1.389,30-34
Thatch,11,10,89,40,1.684,40-43
Thatch,11,10,95,41,1.726,40-43
Thatch,11,10,78,37,1.558,35-39
Thatch,11,10,50,33,1.389,30-34
Thatch,11,10,52,33,1.389,30-34
Thatch,11,10,90,41,1.726,40-43
Thatch,11,10,136,45,1.895,>43
Thatch,11,10,100,41,1.726,40-43
Thatch,11,10,116,41,1.726,40-43
Thatch,11,10,38,28,1.179,<30
Thatch,11,10,113,45,1.895,>43
Thatch,11,10,89,38,1.6,35-39
Thatch,11,10,48,32,1.347,30-34
Thatch,11,10,106,42,1.768,40-43
Thatch,11,10,108,41,1.726,40-43
Thatch,11,10,86,37,1.558,35-39
Thatch,11,10,110,42,1.768,40-43
Thatch,11,10,90,38,1.6,35-39
Thatch,11,10,94,40,1.684,40-43
Thatch,11,10,28,26,1.095,<30
Thatch,11,10,116,46,1.937,>43
Thatch,11,10,78,38,1.6,35-39
Thatch,11,10,116,41,1.726,40-43
Thatch,11,10,70,35,1.474,35-39
Thatch,11,10,99,38,1.6,35-39
Thatch,11,10,118,43,1.811,40-43
Thatch,11,10,103,41,1.726,40-43
Thatch,11,10,114,46,1.937,>43
Thatch,11,10,98,43,1.811,40-43
Thatch,11,10,61,35,1.474,35-39
Thatch,11,10,77,37,1.558,35-39
Thatch,11,10,53,32,1.347,30-34
Thatch,11,10,132,45,1.895,>43
Thatch,11,10,98,42,1.768,40-43
Thatch,1,0,163,46,1.937,>43
Thatch,1,0,102,39,1.642,35-39
Thatch,1,0,144,48,2.021,>43
Thatch,1,0,115,43,1.811,40-43
Thatch,1,0,108,43,1.811,40-43
Thatch,1,0,68,34,1.432,30-34
Thatch,1,0,107,42,1.768,40-43
Thatch,1,0,141,42,1.768,40-43
Thatch,1,0,111,42,1.768,40-43
Thatch,1,0,55,32,1.347,30-34
Thatch,1,0,112,42,1.768,40-43
Thatch,1,0,100,39,1.642,35-39
Thatch,2,0,116,43,1.811,40-43
Thatch,2,0,71,35,1.474,35-39
Thatch,2,0,146,46,1.937,>43
Thatch,2,0,119,45,1.895,>43
Thatch,2,0,97,42,1.768,40-43
Thatch,2,0,43,30,1.263,30-34
Thatch,2,0,127,45,1.895,>43
Thatch,2,0,106,43,1.811,40-43
Thatch,2,0,79,35,1.474,35-39
Thatch,2,0,127,45,1.895,>43
Thatch,2,0,114,44,1.853,>43
Thatch,2,0,85,40,1.684,40-43
Thatch,3,0,90,36,1.516,35-39
Thatch,3,0,149,45,1.895,>43
Thatch,3,0,116,41,1.726,40-43
Thatch,3,0,142,47,1.979,>43
Thatch,3,0,90,37,1.558,35-39
Thatch,3,0,73,37,1.558,35-39
Thatch,3,0,151,45,1.895,>43
Thatch,3,0,135,43,1.811,40-43
Thatch,3,0,90,41,1.726,40-43
Thatch,3,0,81,39,1.642,35-39
Thatch,3,0,64,34,1.432,30-34
Thatch,3,0,54,29,1.221,<30
Thatch,4,0,56,31,1.305,30-34
Thatch,4,0,75,38,1.6,35-39
Thatch,4,0,139,46,1.937,>43
Thatch,4,0,127,47,1.979,>43
Thatch,4,0,96,37,1.558,35-39
Thatch,4,0,52,33,1.389,30-34
Thatch,4,0,94,45,1.895,>43
Thatch,4,0,119,41,1.726,40-43
Thatch,4,0,99,44,1.853,>43
Thatch,4,0,117,45,1.895,>43
Thatch,4,0,103,44,1.853,>43
Thatch,4,0,80,39,1.642,35-39
Thatch,6,0,130,43,1.811,40-43
Thatch,6,0,102,40,1.684,40-43
Thatch,6,0,106,43,1.811,40-43
Thatch,6,0,38,27,1.137,<30
Thatch,6,0,49,31,1.305,30-34
Thatch,6,0,120,41,1.726,40-43
Thatch,6,0,113,43,1.811,40-43
Thatch,6,0,65,36,1.516,35-39
Thatch,6,0,126,45,1.895,>43
Thatch,6,0,91,39,1.642,35-39
Thatch,6,0,82,37,1.558,35-39
Thatch,6,0,158,48,2.021,>43
Thatch,7,0,122,46,1.937,>43
Thatch,7,0,56,33,1.389,30-34
Thatch,7,0,144,45,1.895,>43
Thatch,7,0,74,40,1.684,40-43
Thatch,7,0,112,45,1.895,>43
Thatch,7,0,53,30,1.263,30-34
Thatch,7,0,104,43,1.811,40-43
Thatch,7,0,72,38,1.6,35-39
Thatch,7,0,106,40,1.684,40-43
Thatch,7,0,92,42,1.768,40-43
Thatch,7,0,98,45,1.895,>43
Thatch,7,0,47,30,1.263,30-34
Thatch,8,0,106,44,1.853,>43
Thatch,8,0,80,39,1.642,35-39
Thatch,8,0,121,48,2.021,>43
Thatch,8,0,75,37,1.558,35-39
Thatch,8,0,83,41,1.726,40-43
Thatch,8,0,53,32,1.347,30-34
Thatch,8,0,108,45,1.895,>43
Thatch,8,0,41,27,1.137,<30
Thatch,8,0,117,46,1.937,>43
Thatch,8,0,41,30,1.263,30-34
Thatch,8,0,127,47,1.979,>43
Thatch,8,0,90,40,1.684,40-43
Thatch,9,0,136,46,1.937,>43
Thatch,9,0,86,39,1.642,35-39
Thatch,9,0,91,41,1.726,40-43
Thatch,9,0,77,36,1.516,35-39
Thatch,9,0,126,44,1.853,>43
Thatch,9,0,64,33,1.389,30-34
Thatch,9,0,131,48,2.021,>43
Thatch,9,0,48,30,1.263,30-34
Thatch,9,0,147,45,1.895,>43
Thatch,9,0,70,33,1.389,30-34
Thatch,9,0,161,45,1.895,>43
Thatch,9,0,29,25,1.053,<30
Thatch,10,0,90,40,1.684,40-43
Thatch,10,0,122,46,1.937,>43
Thatch,10,0,113,44,1.853,>43
Thatch,10,0,47,30,1.263,30-34
Thatch,10,0,125,45,1.895,>43
Thatch,10,0,88,40,1.684,40-43
Thatch,10,0,122,43,1.811,40-43
Thatch,10,0,80,37,1.558,35-39
Thatch,10,0,113,47,1.979,>43
Thatch,10,0,44,31,1.305,30-34
Thatch,10,0,86,38,1.6,35-39
Thatch,10,0,32,26,1.095,<30
Thatch,11,0,123,45,1.895,>43
Thatch,11,0,88,41,1.726,40-43
Thatch,11,0,153,46,1.937,>43
Thatch,11,0,83,41,1.726,40-43
Thatch,11,0,112,44,1.853,>43
Thatch,11,0,34,29,1.221,<30
Thatch,11,0,107,44,1.853,>43
Thatch,11,0,56,34,1.432,30-34
Thatch,11,0,121,45,1.895,>43
Thatch,11,0,53,33,1.389,30-34
Thatch,11,0,189,44,1.853,>43
Thatch,11,0,75,39,1.642,35-39
Thatch,5,0,132,47,1.979,>43
Thatch,5,0,64,37,1.558,35-39
Thatch,5,0,109,41,1.726,40-43
Thatch,5,0,59,33,1.389,30-34
Thatch,5,0,120,42,1.768,40-43
Thatch,5,0,56,37,1.558,35-39
Thatch,5,0,189,48,2.021,>43
Thatch,5,0,95,39,1.642,35-39
Thatch,5,0,135,47,1.979,>43
Thatch,5,0,110,41,1.726,40-43
Thatch,5,0,147,46,1.937,>43
Thatch,5,0,135,41,1.726,40-43
Thatch,5,1,159,45,1.895,>43
Thatch,5,1,61,35,1.474,35-39
Thatch,5,1,130,42,1.768,40-43
Thatch,5,1,136,42,1.768,40-43
Thatch,5,1,120,42,1.768,40-43
Thatch,5,1,107,43,1.811,40-43
Thatch,5,1,77,37,1.558,35-39
Thatch,5,1,114,42,1.768,40-43
Thatch,5,1,119,44,1.853,>43
Thatch,5,1,76,38,1.6,35-39
Thatch,5,1,120,43,1.811,40-43
Thatch,5,1,106,40,1.684,40-43
Thatch,5,1,118,43,1.811,40-43
Thatch,5,1,73,36,1.516,35-39
Thatch,5,1,122,43,1.811,40-43
Thatch,5,1,86,39,1.642,35-39
Thatch,5,1,85,39,1.642,35-39
Thatch,5,1,97,43,1.811,40-43
Thatch,5,1,91,37,1.558,35-39
Thatch,5,1,111,42,1.768,40-43
Thatch,5,1,84,,,€
Thatch,5,1,118,45,1.895,>43
Thatch,5,1,74,36,1.516,35-39
Thatch,5,1,104,43,1.811,40-43
Thatch,5,1,130,44,1.853,>43
Thatch,5,1,87,36,1.516,35-39
Thatch,5,1,83,40,1.684,40-43
Thatch,5,1,72,37,1.558,35-39
Thatch,5,1,145,45,1.895,>43
Thatch,5,4,42,28,1.179,<30
Thatch,5,4,44,30,1.263,30-34
Thatch,5,4,103,40,1.684,40-43
Thatch,5,4,50,32,1.347,30-34
Thatch,5,4,28,29,1.221,<30
Thatch,5,4,108,45,1.895,>43
Thatch,5,4,118,42,1.768,40-43
Thatch,5,4,97,39,1.642,35-39
Thatch,5,4,96,39,1.642,35-39
Thatch,5,4,34,28,1.179,<30
Thatch,5,4,63,35,1.474,35-39
Thatch,5,4,110,46,1.937,>43
Thatch,5,4,80,36,1.516,35-39
Thatch,5,4,70,40,1.684,40-43
Thatch,5,4,73,36,1.516,35-39
Thatch,5,4,39,31,1.305,30-34
Thatch,5,4,105,42,1.768,40-43
Thatch,5,4,97,39,1.642,35-39
Thatch,5,4,78,36,1.516,35-39
Thatch,5,4,121,43,1.811,40-43
Thatch,5,4,80,46,1.937,>43
Thatch,5,4,83,42,1.768,40-43
Thatch,5,4,111,41,1.726,40-43
Thatch,5,4,110,44,1.853,>43
Thatch,5,4,69,32,1.347,30-34
Thatch,5,4,125,43,1.811,40-43
Thatch,5,4,104,43,1.811,40-43
Thatch,5,4,117,35,1.474,35-39
Thatch,5,7,87,40,1.684,40-43
Thatch,5,7,78,38,1.6,35-39
Thatch,5,7,81,36,1.516,35-39
Thatch,5,7,108,43,1.811,40-43
Thatch,5,7,58,38,1.6,35-39
Thatch,5,7,105,46,1.937,>43
Thatch,5,7,63,37,1.558,35-39
Thatch,5,7,109,41,1.726,40-43
Thatch,5,7,86,42,1.768,40-43
Thatch,5,7,125,45,1.895,>43
Thatch,5,7,75,36,1.516,35-39
Thatch,5,7,109,41,1.726,40-43
Thatch,5,7,80,43,1.811,40-43
Thatch,5,7,62,41,1.726,40-43
Thatch,5,7,139,46,1.937,>43
Thatch,5,7,92,43,1.811,40-43
Thatch,5,7,100,45,1.895,>43
Thatch,5,7,90,43,1.811,40-43
Thatch,5,7,75,41,1.726,40-43
Thatch,5,7,93,42,1.768,40-43
Thatch,5,7,135,45,1.895,>43
Thatch,5,7,132,43,1.811,40-43
Thatch,5,7,84,41,1.726,40-43
